incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20150623NEFOF,35.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,
20150627CTSAH,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20150629TXJOS,28.0,Male,,Unknown,Apprehended/Killed by LE,Yes,Fatal,Officer Involved,,,
20150705TXCOD,18.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
20150724TXELC,15.0,Male,Black,Unknown,Fled/Apprehended,No,Wounded,,,,
20150808TXPAP,21.0,Male,White,Former Student,Fled/Apprehended,No,,,,,
20150823TXWIR,20.0,Male,White,No Relation,Unknown,No,,,,,
20150825GAWSA,,Male,,Student,Surrendered,No,,,,,No
20150903ORNEN,53.0,Male,White,No Relation,Fled/Apprehended,No,,"one count of unlawful use of a weapon, four counts of recklessly endangering another person and one count of second-degree disorderly conduct",,,
20150911LANOL,,Male,Black,Unknown,Fled/Escaped,No,,,,,
20150922NCCES,26.0,Female,White,Parent,Surrendered,No,,,,,
20150930SDHAH,16.0,Male,White,Student,Subdued by Students/Staff/Other,No,,,,,No
20151015TXKAS,22.0,Female,Black,Friend,Fled/Apprehended,No,,,,,
20151024TXEDS,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,Yes,
20151105GAVEM,9.0,Male,,Student,Apprehended/Killed by SRO,No,,,,,No
20151111ARSUS,,Male,,Student,Surrendered,No,,,,No,
20151120FLNAM,,Male,,Other Student,Unknown,No,,,,,
20151204KSWEW,17.0,Male,Black,Student,Apprehended/Killed by LE,No,Wounded,,,,
20160112DECED,13.0,Male,,Student,Fled/Apprehended,No,,,,,No
20160113ARHAB,17.0,Male,,Student,Surrendered,No,,,,,
20160120INNOI,,Male,,Unknown,Unknown,No,,,,,
20160122INLAI,17.0,Male,Black,Student,Fled/Apprehended,No,,,,,No
20160129PABEP,16.0,Male,Other,Student,Apprehended/Killed by LE,No,,,,,No
20160209MIMUM,22.0,Male,Black,No Relation,Apprehended/Killed by LE,No,Wounded,,Pleaded no contest - sentenced to serve 7.5 years to 20 years,No,No
20160212AZING,15.0,Female,White,Student,Suicide,Yes,Suicide,,,,No
20160217FLROH,,Male,,Other Staff,Surrendered,No,,,,,
20160217PACHC,16.0,Male,Hispanic,Student,Apprehended/Killed by LE,No,,,,,No
20160226TXPAP,63.0,Male,Black,Parent,Apprehended/Killed by LE,No,,,,,
20160229OHMAM,14.0,Male,White,Student,Fled/Apprehended,No,,,,,No
20160315ALHUB,19.0,Male,Black,Relative,Apprehended/Killed by SRO,No,,,,,
20160423WIANA,18.0,Male,White,Former Student,Apprehended/Killed by LE,Yes,Fatal,,,,No
20160502TXKID,15.0,Male,Black,Student,Unknown,No,Wounded,,,,
20160504COEAP,25.0,Male,White,No Relation,Fled/Escaped,Yes,Suicide,,,,
20160505MDHIB,62.0,Male,Hispanic,Intimate Relationship,Fled/Apprehended,No,,,,,Restraining order
20160506FLOSP,28.0,Male,,No Relation,Surrendered,No,Wounded,,,,
20160506IDROT,14.0,Male,,Student,Unknown,No,,,,,
20160513SCSOG,16.0,Male,,Student,Surrendered,No,Wounded,,,,No
20160515KSAUA,37.0,Male,,Relative,Unknown,No,Wounded,,,,
20160608MAJED,24.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,"J.A.: juvenile court: assault with a dangerous weapon, possession of a firearm; adult court: carrying a firearm without a license, assault with a dangerous weapon and malicious destruction of property, he was in the car during a traffic stop shooting where a police officer was shot, multiple probation violations; B.B.: being a career criminal in possession of a firearm, selling crack, assault and battery on a police officer and carrying a dangerous weapon"
20160608MAJED,23.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,"J.A.: juvenile court: assault with a dangerous weapon, possession of a firearm; adult court: carrying a firearm without a license, assault with a dangerous weapon and malicious destruction of property, he was in the car during a traffic stop shooting where a police officer was shot, multiple probation violations; B.B.: being a career criminal in possession of a firearm, selling crack, assault and battery on a police officer and carrying a dangerous weapon"
20160616ILMCC,,,,Unknown,Fled/Escaped,No,,,,,
20160630CAWOH,,,,Unknown,Fled/Escaped,No,,,,,
20160725MOAVA,18.0,Male,White,Former Student,Suicide,Yes,Suicide,Suicide,,,
20160817OHWEC,,Male,,No Relation,Fled/Escaped,No,,No suspect to charge,,,
20160819FLSOM,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Unknown,No,,,,,
20160902OKMCT,16.0,Male,,Unknown,Fled/Escaped,No,,Shooting with the intent to kill,20 years,Yes,
20160907MIDED,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20160908TXALA,14.0,Female,,Student,Suicide,Yes,Suicide,Suicide,,,No
20160909IACEC,15.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20160909PASMY,,Male,,Unknown,Fled/Escaped,No,,,,,
20160926MSTAJ,18.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,Assault with intent to do great bodily harm less than murder
20160927OHELC,,,,Unknown,Fled/Escaped,No,,No suspect,,,
20160928SCTOT,14.0,Male,White,Former Student,Subdued by Students/Staff/Other,No,,Murder,30 to life,Yes,Arrested for possession of a machete and a hatchet at school
20160930ILCHC,,,,Unknown,Fled/Escaped,No,,,,,
20161006TXDUF,,,,Unknown,Fled/Escaped,No,,,,,
20161011ALVIM,16.0,Male,Black,Student,Surrendered,No,,second degree assault,,,No
20161013OHLIC,16.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20161013OHLIC,16.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20161015GABEA,,Male,,Unknown,Fled/Escaped,No,,,,,
20161018CAJUS,17.0,Male,,Nonstudent,Fled/Apprehended,No,,,,,
20161018CAJUS,,Male,,Nonstudent,Fled/Apprehended,No,,,,,
20161018CAJUS,,Male,,Nonstudent,Fled/Apprehended,No,,,,,
20161018CAJUS,,Male,,Nonstudent,Fled/Apprehended,No,,,,,
20161025UTUNS,14.0,Male,,Student,Surrendered,No,,"attempted murder, a first-degree felony; discharge of a firearm causing serious injury, a first-degree felony; discharge of a firearm, a third-degree felony; and possession of a gun on school property, a class A misdemeanor",,,No
20161102COGRG,17.0,Male,Hispanic,Student,Suicide,Yes,Suicide,,,,
20161103COBEB,15.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20161111MIBAA,,Male,White,Police Officer/SRO,Law Enforcement,No,,,,,No
20161117MNCRS,8.0,Male,,Student,Unknown,No,,,,,
20161201UTMUB,15.0,Male,,Student,Surrendered,No,,,,,No
20161209MOBAS,,Male,,Unknown,Fled/Escaped,No,,,,,
20161209NVHUR,,,,Police Officer/SRO,Law Enforcement,No,,,,,
20170101DELAH,19.0,Male,Black,Unknown,Fled/Apprehended,No,,"first degree asaault, possession of deadly weapon, reckless endangerment, tampering with evidence, and resisting arrest.",,No,
20170110ALALA,,Male,,Student,Surrendered,No,,,,,
20170117FLFRE,,,,Parent,Unknown,No,,,,,
20170120OHWEW,17.0,Male,White,Student,Surrendered,No,,Murder,23 years,Yes,No
20170127SCSOA,18.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20170127SCSOA,19.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,"Plead guilty in 2021: Assault and battery of a high and aggravated nature, possession of a weapon on school property, breaking and entering into an automobile, criminal conspiracy and attempted escape.",,
20170206LASCB,,Male,,Student,Fled/Apprehended,No,,,,,
20170218MNMAM,32.0,Male,,No Relation,Suicide,Yes,Suicide,,,,
20170316ALROM,16.0,Male,Black,Student,Fled/Apprehended,No,,"charged with first-degree assault, illegally possessing a gun and shooting into an occupied vehicle","sentenced to 20 years in state prison for first-degree assault and discharging a gun into an occupied vehicle, received a 10-year sentence for third-degree burglary, theft of a firearm and discharging a gun on school property",Yes,
20170321CAKIK,17.0,Male,White,No Relation,Fled/Escaped,No,,,,,Other charges
20170328PALIP,16.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by Other,Yes,Fatal,killed,,,
20170328PALIP,22.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,Wounded,"Possession of weapon on school property, not charged with murder","Justified use of force, 3 years probation",,
20170410CANOS,53.0,Male,Black,Intimate Relationship,Suicide,Yes,Suicide,,,,"Brandishing weapons, assault, 2 restraining orders, crimes against public peace"
20170415OKBOT,,,,Unknown,Fled/Escaped,No,,,,,
20170515LAMOL,,Male,White,Student,Surrendered,No,,,,,No
20170523TXKEK,,Male,,Other Staff,Suicide,Yes,Suicide,Suicide,,,
20170524ALGRG,,Male,,Student,Subdued by Students/Staff/Other,No,,,,,
20170524NEMCO,51.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,
20170526OKMCT,14.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
20170616ILWAC,18.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,
20170616ILWAC,16.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,
20170616ILWAC,17.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,
20170622SCWIF,17.0,Male,,Student,Surrendered,No,Wounded,,,,
20170719WIHIM,,Male,,Unknown,Fled/Escaped,No,,,,,
20170721UTSPS,19.0,Male,,Unknown,Fled/Escaped,Yes,Suicide,,,,
20170801GABAV,,Male,,Unknown,Fled/Escaped,No,,,,,
20170817GALIL,,Male,,Teacher,Attempted Suicide,No,Wounded,,,,
20170831CAARS,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20170908ARNON,,,,Unknown,Fled/Escaped,No,,,,,
20170908OHCOC,18.0,Male,Black,Student,Surrendered,No,,,,,"31 offences, 18 of which were assaults"
20170913WAFRR,15.0,Male,White,Student,Subdued by Students/Staff/Other,No,,"one charge of premeditated first-degree murder, three charges of attempted first-degree murder and 51 second-degree assault charges ",,Yes,
20170920ILMAM,14.0,Male,White,Student,Subdued by Students/Staff/Other,No,,,"Guilty - Aggravated battery with a firearm, expected release from juvenile detention in 4-5 months",No,No
20170928KYSOL,,Male,,No Relation,Fled/Escaped,No,Wounded,,,No,
20170929CASUL,,,,Unknown,Fled/Escaped,No,,,,,
20170929MOLEL,,Female,,Student,Suicide,Yes,Suicide,,,,
20170930PAPUC,37.0,Female,,Unknown,Fled/Apprehended,No,,,,,
20171012NCCHC,37.0,Male,Black,No Relation,Fled/Apprehended,No,,,"Nelson pled guilty to discharging a firearm into an occupied vehicle, possession of a firearm by a convicted felon, and felony flee to elude arrest with a motor vehicle. A judge sentenced Nelson to 84-133 months in prison.",,
20171012NCCHC,30.0,Male,Black,No Relation,Fled/Apprehended,No,,,"Nelson pled guilty to discharging a firearm into an occupied vehicle, possession of a firearm by a convicted felon, and felony flee to elude arrest with a motor vehicle. A judge sentenced Nelson to 84-133 months in prison.",,
20171014NCKEK,22.0,Male,Black,Parent,Apprehended/Killed by LE,No,,felony possession of a gun on educational property,,,
20171020OHSTT,,,,Unknown,Fled/Escaped,No,,,,,
20171027NYPRU,,Male,,Unknown,Fled/Escaped,No,,,,,
20171103MIPAL,21.0,Male,Black,Unknown,Surrendered,No,,,,,No
20171109GABEC,15.0,Male,,Student,Surrendered,No,,,,,No
20171110GALAM,8.0,Male,,Student,Surrendered,No,,,,,
20171114CARAR,44.0,Male,White,No Relation,Suicide,Yes,Suicide,,,,Restraining order due to stabbing and assault on neighbor
20171114FLLAM,17.0,Male,,Student,Suicide,Yes,Suicide,,,,
20171117TNNOJ,,,,Unknown,Fled/Escaped,No,,,,,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,,,,,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,,,,,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,,,,,
20171128CABOS,21.0,Male,White,No Relation,Fled/Apprehended,No,,,,,
20171129OHBAL,49.0,Male,White,No Relation,Surrendered,No,,,,No,
20171130VASAV,,,,Student,Suicide,Yes,Suicide,,,,
20171207NMAZA,21.0,Male,White,Former Student,Suicide,Yes,Suicide,,,,Investigated by the FBI because of online post
20171209ILCHC,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20171211NCHIH,15.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20171211NCHIH,15.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20171212TXSAP,21.0,Male,,Relative,Surrendered,No,Wounded,,,,
20171212TXSAP,20.0,Male,,Relative,Surrendered,No,Wounded,,,,
20171214TXELD,,,,Student,Unknown,No,,,,,
20171219MIBEB,,,,Unknown,Fled/Escaped,No,,,,,
20171227CALIL,,Male,,Unknown,Fled/Escaped,No,,,,,
20171231LAEDA,,Male,,No Relation,Fled/Escaped,No,,,,,
20171231WAPIM,19.0,Male,,No Relation,Fled/Apprehended,No,,first-degree malicious mischief,,,
20171231WAPIM,18.0,Male,,No Relation,Fled/Apprehended,No,,first-degree malicious mischief,,,
20180104WANES,,,,Unknown,Fled/Escaped,No,,,,,
20180105IAFOF,33.0,Male,White,No Relation,Fled/Apprehended,No,,Intimidation with dangerous weapon,"Guilty, 5 year probation",No,
20180109AZCOS,14.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,No
20180116VTMOM,32.0,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20180122LANEN,,Male,,Unknown,Fled/Escaped,No,,,,,No
20180122TXITI,16.0,Male,White,Student,Fled/Apprehended,No,,one count of attempted capital murder and two counts of aggravated assault,"Guilty, 40 years",Yes,"Yes, Unknown"
20180123KYMAB,15.0,Male,White,Student,Surrendered,No,,,"pleaded guilty to two counts of murder and 14 counts of assault related; life sentence, and would be eligible for parole after 20 years",Yes,No
20180125ALMUM,16.0,Male,Black,Student,Apprehended/Killed by LE,No,,,,,
20180126MIDED,,Male,,Rival School Student,Fled/Escaped,No,,,,,
20180131PALIP,,,,Unknown,Fled/Escaped,No,,,,,No
20180131PALIP,,,,Unknown,Fled/Escaped,No,,,,,No
20180131PALIP,,,,Unknown,Fled/Escaped,No,,,,,No
20180201CASAL,12.0,Female,,Student,Unknown,No,,one felony count each of minor in possession of a firearm and weapon on a school grounds,,No,No
20180205MDOXO,18.0,Multiple,Black,Intimate Relationship,Fled/Apprehended,No,,Attempted murder,,,
20180205MDOXO,17.0,Multiple,Black,Intimate Relationship,Fled/Apprehended,No,,Attempted murder,,Yes,
20180205MNHAM,,,,Student,Unknown,No,,,,,
20180208NYTHN,17.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
20180209TNPEN,14.0,Male,Black,Student,Fled/Apprehended,No,,,,,
20180214FLMAP,19.0,Male,White,Former Student,Fled/Apprehended,No,,,,,"Yes, Unknown"
20180215FLNOC,,,,Police Officer/SRO,Law Enforcement,No,Wounded,N,,No,
20180220OHJAM,13.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20180226WAOAT,,Male,,Student,Fled/Apprehended,No,,,,,
20180228GADAD,53.0,Male,White,Teacher,Surrendered,No,,,,,Shooter had reported in the past that he had someone killed but the police never confirmed that and pressed no charges
20180305MOKIC,17.0,Male,,Student,Suicide,Yes,Suicide,,,,
20180307ALHUB,17.0,Male,Black,Student,Fled/Apprehended,No,Wounded,Manslaughter,Misdemeanor criminally negligent homicide,Yes,No
20180309KYFRL,,Male,,Student,Unknown,No,Wounded,,,,
20180313CASES,,Male,White,Police Officer/SRO,Surrendered,No,,,,,No
20180313VAGEA,27.0,Male,Black,Police Officer/SRO,Surrendered,No,,Reckless handling of a firearm,,,No
20180316MTBIM,,Male,,Police Officer/SRO,Law Enforcement,No,,,,,No
20180319VADOP,,,,No Relation,Fled/Escaped,No,,,,,No
20180320MDGRG,17.0,Male,White,Student,Suicide,Yes,Suicide,Suicide,,,No
20180328MSEUE,21.0,Male,White,Former Student,Fled/Apprehended,No,,,,,No
20180329KYJOE,51.0,Male,White,Parent,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20180409NYGLG,16.0,Male,,Student,Fled/Apprehended,No,,,,,
20180412MORAR,,Male,,Unknown,Fled/Escaped,No,,,,,
20180419MIJAJ,,,,No Relation,Fled/Escaped,No,,,,,
20180420FLFOO,19.0,Male,White,Former Student,Surrendered,No,,,,,No
20180423GABEA,,Male,Black,Intimate Relationship,Fled/Apprehended,No,,,,,
20180503SDENW,,,,Unknown,Fled/Apprehended,No,,,,,
20180503TNWAW,,,,Student,Unknown,No,,,,,
20180505MIFOF,,Male,,Police Officer/SRO,Law Enforcement,No,,,,,
20180511CAHIP,14.0,Male,,Former Student,Fled/Apprehended,No,,,,,
20180516ILDID,19.0,Male,White,Student,Apprehended/Killed by SRO,No,,"charged with two counts of attempted murder and four counts involving aggravated discharge of a firearm. The charge involving Dallas carries 20 to 80 years in prison, with a potential 20-year enhancement; the other carries 6 to 30 years in prison, plus 20","unfit to stand trial, max 2 years in state mental health facility with release without criminal charges",,Marijuana possession; Railroad property trespassing
20180517MOCEK,21.0,Male,Black,Unknown,Fled/Apprehended,No,,Aggravated battery,,No,
20180518GAMOA,,,,Unknown,Fled/Escaped,No,,,,,
20180518TXSAS,17.0,Male,White,Student,Surrendered,No,,charged as an adult with capital murder and aggravated assault on a peace officer,not competent to stand trial (11/6/2019) - pending judge's decision,Yes,No
20180521GABEG,,,,No Relation,Fled/Escaped,No,,,,,
20180525INNON,13.0,Male,,Student,Subdued by Students/Staff/Other,No,,two counts of attempted murder,,No,
20180601TXMCM,,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20180615OHVAB,17.0,Male,,No Relation,Fled/Apprehended,No,,,,,
20180617ORGRP,,,,Unknown,Fled/Escaped,No,,,,,
20180621TXSKD,,,,Unknown,Fled/Escaped,No,,,,,
20180624MTSEM,17.0,Male,White,Unknown,Fled/Apprehended,No,,Charged with assault with the weapon,,Yes,
20180625OHFUS,14.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20180625OHFUS,16.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
20180701TNRAM,,,,Unknown,Fled/Escaped,No,,,,,
20180703KSSUO,32.0,Male,,Other Staff,Fled/Apprehended,No,,Murder,Life in Prison,,
20180711OHMIM,,,,Unknown,Fled/Apprehended,No,,,,,
20180717WVHUH,,Male,,Unknown,Unknown,No,,Wanton Endangerment,,,
20180719WAWEY,,,,Unknown,Fled/Escaped,No,,,,,
20180804MDEDE,,,,Unknown,Fled/Escaped,No,,,,,
20180809NJLAM,,Male,,Unknown,Fled/Escaped,No,,,,,
20180811TNANN,30.0,Male,Black,Parent,Fled/Apprehended,No,,Aggrevated Assault,,,
20180817FLPAW,,,,Unknown,Fled/Escaped,No,,,,,
20180823ALALM,,,,Unknown,Fled/Escaped,No,,,,,
20180824FLRAJ,16.0,Male,,Unknown,Fled/Apprehended,No,,one count of murder and two counts of attempted murder,,,
20180824ILMEC,,Male,,Unknown,Fled/Escaped,No,,,,,
20180828COCOD,14.0,Male,,Student,Fled/Apprehended,No,,attempted first-degree murder and first-degree assault,,,
20180829DETOD,53.0,Male,Black,Other Staff,Fled/Apprehended,No,,"murder, possession of a firearm during a felony, and possession of a firearm in a school zone",,,No
20180830MIOTG,,Male,,Unknown,Fled/Escaped,No,,,,,
20180830NCVIC,34.0,Male,Black,Intimate Relationship,Fled/Apprehended,No,,"three counts of assault with a deadly weapon with intent to kill, three counts of felony domestic violence protective order with a weapon, shooting into occupied property, possession of a firearm on educational property, and communicating threats",,,"Arrested 7 times, some of the charges were felony breaking and entering, second degree arson, assault on a female, gun-related offences, resisting arrest, "
20180831CABAS,,Male,,Student,Fled/Apprehended,No,,,,,
20180831IANOE,12.0,Male,White,Student,Subdued by Students/Staff/Other,No,,"attempted murder, carrying weapons on school grounds, and assault while displaying a dangerous weapon",,Yes,No
20180903NYLUN,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,No Suspect,,
20180905RIPRP,16.0,Male,Hispanic,Rival School Student,Fled/Apprehended,No,Wounded,"murder, assault with a deadly weapon and multiple felony gun offenses",,No,Possession of weapons on school grounds
20180907IAHED,,,,Unknown,Fled/Escaped,No,,,,,
20180909CAGIG,,,,Police Officer/SRO,Law Enforcement,No,,,,,
20180910ILCHC,,Male,,Unknown,Fled/Escaped,No,,,,,
20180910TNFAM,23.0,Male,,No Relation,Fled/Apprehended,No,,23 counts of aggravated assault,,,
20180911NVCAL,16.0,Male,Black,Rival School Student,Fled/Escaped,No,,Murder with a deadly weapon; possession of a dangerous weapon on school property,,Yes,
20180914FLBOB,,Male,,Student,Apprehended/Killed by LE,No,,"One student charged with discharging a weapon, unknown second charges",,,
20180914WAMAE,,,,Unknown,Fled/Escaped,No,,,,,
20180917ALBLH,7.0,Male,,Student,Unknown,No,,"""We're talking about second-graders. There is really no criminal liability for a second-grader unless the parent somehow sent the gun with the second-grader, there is really no criminal liability for them,"" Madison County Assistant District Attorney, Tim ",,No,
20180920CACHL,18.0,Male,,Unknown,Fled/Apprehended,No,,,,No,
20180920CACHL,20.0,Male,,Unknown,Fled/Apprehended,No,,,,No,
20180920CAPOP,,Male,,Unknown,Suicide,Yes,Suicide,Suicide,,,
20180924GAAPB,,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20180924NCLAC,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20180924PACEP,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20180924PACEP,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20180926MDMAB,,Male,,Student,Unknown,No,,,,,
20180927TXHEC,47.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,,"No charges filed, ruled self defense",No Charges,,
20180928SDCHC,20.0,Male,,No Relation,Attempted Suicide,No,Wounded,No charges filed,,No,
20181002ARCHL,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20181003AKDEA,26.0,Male,Black,Relative,Fled/Apprehended,No,,"Assault, Misconduct involving a weapon",,No,
20181004ORJAP,,Female,,Parent,Fled/Escaped,No,,,,,
20181005TNHAB,16.0,Male,,Unknown,Subdued by Students/Staff/Other,No,,"charged with Criminal Attempt to commit 1st-degree murder, aggravated assault, and reckless endangerment",,,
20181005VALAN,,Male,,Unknown,Fled/Escaped,No,,,,,
20181007VAVAH,,Male,,Unknown,Fled/Escaped,No,,,,,
20181012MIBAB,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20181013TNMCN,,Male,Black,Unknown,Fled/Escaped,No,,,,,
20181020GASHS,18.0,Male,Black,No Relation,Fled/Apprehended,No,,"Murder, five counts of gang activity, three counts of tampering with evidence, two counts of hindering the apprehension of a criminal, one count of aggravated assault against a law enforcement officer, one count of fleeing or attempting to elude and three",,,
20181022CTDUB,18.0,Male,Black,No Relation,Fled/Apprehended,No,,,,No,
20181023NHGOM,,Male,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20181025MICOD,,,,Unknown,Fled/Escaped,No,,,,,
20181029NCBUM,16.0,Male,Black,Student,Surrendered,No,,2nd Degree Murder,Guilty plea for voluntary manslaughter - 108 months,No,No
20181104KYCRL,,Male,,Unknown,Fled/Escaped,No,,,,,
20181105SCACC,12.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
20181108CACLS,29.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,"attempted murder, robbery, assault with a deadly weapon, burglary, and auto theft",,,
20181108CACLS,29.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,"attempted murder, robbery, assault with a deadly weapon, burglary, and auto theft",,,
20181109GAGAM,,Male,,Student,Fled/Apprehended,No,,Unknown charges filed,,No,
20181112MDEAE,,Male,,Police Officer/SRO,Suicide,Yes,Suicide,Suicide,,,
20181120VASIP,29.0,Male,Black,Parent,Fled/Apprehended,No,,"possession of a firearm on school property, firearm by felon and reckless handling of a firearm",,,
20181121MIPEP,22.0,Male,,No Relation,Fled/Apprehended,No,,Malicious destruction of property,,,
20181122TXSKD,,Male,Black,Unknown,Fled/Escaped,No,,,,,
20181122WAMOD,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20181124OHAFC,,Male,,No Relation,Fled/Escaped,No,,No suspect to charge,,,
20181128PASTP,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20181210NYJEJ,17.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20181211KYCAC,,,,No Relation,Fled/Escaped,No,,,,,
20181213INDER,14.0,Male,,Former Student,Suicide,Yes,Suicide,,,,
20181214MOWIK,,Male,,Student,Fled/Escaped,No,,,,,
20181218DEAIG,,,,Unknown,Fled/Escaped,No,,No suspect to charge,,,
20190107CACEB,,,,Unknown,Fled/Escaped,No,,,,,
20190111ORCAE,30.0,Male,,Parent,Apprehended/Killed by LE,No,,Killed,,No,
20190118ALCET,19.0,Male,Black,No Relation,Fled/Apprehended,No,,"attempted murder, shooting into an occupied vehicle and second-degree domestic assault",,No,
20190118MOHAS,,Male,,Unknown,Fled/Escaped,No,,No suspects,,,
20190118NCSHD,,Male,,No Relation,Fled/Escaped,No,,No suspects,,,
20190119KSLAO,,Male,,No Relation,Fled/Escaped,No,,,,,
20190123LASOS,,,,No Relation,Fled/Escaped,No,,,,,
20190125ALDAM,15.0,Male,,Student,Fled/Escaped,No,,The 46-year-old female suspect—mother of the 15-year-old male suspect—is charged with two counts of assault and one count of hindering prosecution and providing a false address.,,,
20190125TNMAM,16.0,Male,Black,Unknown,Fled/Apprehended,No,,"4 teens charged. Damerion Merriweather was charged in connection with the three aforementioned incidents, as well as a homicide Jan. 20 in the 900 block of J. W. Williams Lane. He’s charged with first-degree Murder, two counts of theft of property $1,000-",,No,
20190125TNMAM,16.0,Male,Black,Unknown,Fled/Apprehended,No,,"4 teens charged. Damerion Merriweather was charged in connection with the three aforementioned incidents, as well as a homicide Jan. 20 in the 900 block of J. W. Williams Lane. He’s charged with first-degree Murder, two counts of theft of property $1,000-",,No,
20190130GAMIL,16.0,Male,,No Relation,Fled/Escaped,No,,"Charged with aggravated battery, armed robbery, and possession of a weapon on school grounds.",,No,
20190131TNMAM,,,,Unknown,Fled/Escaped,No,,,,,
20190131TXATA,16.0,Male,,Student,Fled/Escaped,No,,,,,
20190205MNMIM,31.0,Male,,No Relation,Apprehended/Killed by LE,No,,Second degree assault,"Waived self-defense claims and pleaded guilty to first-degree assault, sentenced to more than seven years in prison.",,
20190208MDFRB,25.0,Male,Black,No Relation,Apprehended/Killed by LE,No,,attempted first degree murder and firearms violations,,,
20190212MOCEK,21.0,Female,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,"Jamya D. Norfleet, 21, was charged with second-degree murder, unlawful use of a weapon and armed criminal actionTaylor McMillon, 18, was charged with second-degree murder, unlawful use of a weapon and hindering the prosecution.",28-year prison sentence after she pleaded guilty,,
20190214NMV.R,16.0,Male,,Student,Fled/Apprehended,No,,Attempted murder,,,
20190217COEAA,31.0,Male,Black,Other Staff,Surrendered,No,,1st degree murder,,,
20190226ALROM,,Male,Black,Student,Fled/Apprehended,No,,,,,
20190301KSHIM,26.0,Male,White,No Relation,Apprehended/Killed by LE,No,Wounded,three counts of aggravated assault on a law enforcement officer and criminal discharge of a firearm at a structure. ,plead guilty to two counts of aggravated assault on a law enforcement officer and one count of discharge of a gun into an occupied dwelling,,
20190313FLLAO,17.0,Female,,Student,Suicide,Yes,Suicide,Suicide,,,
20190322ALBLB,74.0,Male,White,Teacher,Surrendered,No,Wounded,"charged with possession of a deadly weapon on school grounds, aggravated assault, and reckless endangerment.","Convicted of possession of a firearm in a prohibited place, reckless endangerment, and third-degree assault.",,
20190327MSSVH,,,,Unknown,Fled/Escaped,No,,,,,
20190401ARPRP,14.0,Male,,Student,Apprehended/Killed by SRO,No,,,,,
