incidentid,race,injury,gender,schoolaffiliation,age
19990420COCOL,White,Fatal,Female,Student,17.0
19990420COCOL,White,Fatal,Male,Teacher,47.0
19990420COCOL,White,Fatal,Male,Student,17.0
19990420COCOL,White,Fatal,Female,Student,18.0
19990420COCOL,White,Fatal,Male,Student,16.0
19990420COCOL,,Wounded,,Student,18.0
19990420COCOL,,Wounded,Male,Student,16.0
19990420COCOL,,Wounded,Male,Student,17.0
19990420COCOL,,Wounded,Female,Student,17.0
19990420COCOL,,Wounded,Male,Student,17.0
19990420COCOL,,Wounded,Female,Student,17.0
19990420COCOL,White,Fatal,Male,Student,14.0
19990420COCOL,,Wounded,,Student,18.0
19990420COCOL,,Wounded,Male,Student,15.0
19990420COCOL,,Wounded,Male,Student,16.0
19990420COCOL,,Wounded,,Student,17.0
19990420COCOL,,Wounded,,Student,
19990420COCOL,,Wounded,,Teacher,45.0
19990420COCOL,,Wounded,Male,Student,15.0
19990420COCOL,,Wounded,,Student,17.0
19990420COCOL,,Wounded,,Student,16.0
19990420COCOL,,Wounded,,Student,18.0
19990420COCOL,White,Fatal,Female,Student,17.0
19990420COCOL,,Wounded,,Student,16.0
19990420COCOL,,Wounded,,Student,17.0
19990420COCOL,,Wounded,Female,Teacher,35.0
19990420COCOL,,Wounded,,Student,16.0
19990420COCOL,,Wounded,,Student,18.0
19990420COCOL,,Wounded,,Student,17.0
19990420COCOL,,Wounded,,Student,
19990420COCOL,,Wounded,,Student,
19990420COCOL,White,Fatal,Male,Student,15.0
19990420COCOL,Black,Fatal,Male,Student,18.0
19990420COCOL,White,Fatal,Male,Student,16.0
19990420COCOL,White,Fatal,Female,Student,16.0
19990420COCOL,White,Fatal,Male,Student,17.0
19990420COCOL,White,Fatal,Male,Student,15.0
19990422GAMAA,Black,Fatal,Male,Student,13.0
19990422LASCB,,Wounded,Female,Student,14.0
19990520GAHEC,,Wounded,,Student,16.0
19990520GAHEC,,Wounded,,Student,17.0
19990520GAHEC,,Wounded,Female,Student,15.0
19990520GAHEC,,Wounded,,Student,18.0
19990520GAHEC,,Wounded,,Student,15.0
19990520GAHEC,,Wounded,,Student,18.0
19990825GAJAM,,,Female,Student,16.0
19990909CASAS,,,Male,Student,16.0
19990927FLEGT,,Wounded,Female,Student,10.0
19991004SDJOP,,Wounded,Male,Principal/Vice-Principal,61.0
19991011NVCLL,,Wounded,Male,Student,16.0
19991011NVCLL,,Wounded,Male,Student,15.0
19991021CASAP,,Wounded,Male,Student,17.0
19991026PAMAP,,Fatal,Male,Student,16.0
19991026WVGUB,,Fatal,Male,Other Staff,57.0
19991117TXDID,,Wounded,Male,Student,15.0
19991119NMDED,,Fatal,Male,Student,13.0
19991206OKFOF,,Wounded,,Student,12.0
19991206OKFOF,,Wounded,,Student,13.0
19991206OKFOF,,Wounded,,Student,13.0
19991206OKFOF,,Wounded,,Student,13.0
19991206OKFOF,,Wounded,,Student,
20000110AKBAA,,,Male,Student,16.0
20000113NMALA,,,,,
20000119FLRIN,,Fatal,Male,Student,16.0
20000120NCERA,,,,,
20000126CAALM,,,Male,No Relation,17.0
20000126NESOO,,Wounded,Female,Student,16.0
20000210PAPEY,,,Male,Student,14.0
20000214ILDUC,,Wounded,Male,Student,11.0
20000229MIBUF,,Fatal,Female,Student,6.0
20000310GABES,,Fatal,Female,Student,19.0
20000310GABES,,Fatal,Male,Student,16.0
20000310GABES,,Wounded,Male,Student,16.0
20000323OHMCL,,,,,
20000406OKHUH,,Wounded,Female,Parent,33.0
20000410AZLAT,,,Female,Teacher,35.0
20000502COTHD,,,Male,Student,16.0
20000510AZCAS,,Fatal,Female,Teacher,36.0
20000526FLLAL,Hispanic,Fatal,Male,Teacher,35.0
20000717WADIR,,,,,
20000726OHTIC,,Fatal,Male,Student,17.0
20000905OHBIB,,Fatal,Female,Other Staff,52.0
20000907ILLOR,Black,Fatal,Male,No Relation,19.0
20000918OHMOM,,,,,
20000926LACAN,,Wounded,Male,Student,15.0
20000926LACAN,,Wounded,Male,Student,13.0
20001005MNMIM,,Wounded,Male,No Relation,22.0
20001005MNMIM,,Wounded,Male,No Relation,17.0
20001024AZPIG,,,,,
20001101TXNEC,,,,,
20001201CAGRL,,,Male,Student,17.0
20001201CAJUS,,,Male,Student,15.0
20001207CARIR,,Fatal,Male,Student,16.0
20001221FLNOM,,Fatal,Male,No Relation,32.0
20010103CABAS,,,Male,Student,15.0
20010110CAHUO,,,Female,Student,17.0
20010117MDLAB,,Fatal,Male,Student,17.0
20010202MIOSD,,Wounded,,Student,
20010202MIOSD,,Wounded,,Student,
20010202MIOSD,,Wounded,,Teacher,
20010302CAHOS,,,Male,Student,18.0
20010305CASAS,,Fatal,Male,Student,14.0
20010305CASAS,,Wounded,Female,Student,
20010305CASAS,,Wounded,Male,Student,
20010305CASAS,,Wounded,Male,Student,
20010305CASAS,,Wounded,Male,Student,18.0
20010305CASAS,,Wounded,Female,Teacher,33.0
20010305CASAS,,Wounded,Male,Other Staff,22.0
20010305CASAS,,Fatal,Male,Student,15.0
20010305CASAS,,Wounded,Male,Student,16.0
20010305CASAS,,Wounded,Male,Student,18.0
20010305CASAS,,Wounded,Male,Student,19.0
20010305CASAS,,Wounded,Male,Student,16.0
20010305CASAS,,Wounded,Male,Student,17.0
20010305CASAS,,Wounded,Female,Student,16.0
20010305CASAS,,Wounded,Female,Student,15.0
20010306MDLAL,,Wounded,Male,Student,17.0
20010307PABIW,White,Wounded,Female,Student,13.0
20010307WAKEC,,,,,
20010322CAGRE,,Wounded,Male,Student,15.0
20010322CAGRE,,Wounded,Male,Student,17.0
20010322CAGRE,,Wounded,Female,Student,15.0
20010322CAGRE,,Wounded,Female,Teacher,53.0
20010322CAGRE,,Wounded,Female,Teacher,47.0
20010330INLEG,,Fatal,Male,Student,16.0
20010402TXKLH,,,Female,Student,13.0
20010410WAWAM,,,,,
20010420LAMOM,,,,,
20010425OHJOC,,Fatal,Male,Other Staff,33.0
20010515TXENE,,,Male,Student,16.0
20010607TXOUA,,Fatal,Male,No Relation,27.0
20010730CABEL,,Wounded,Male,No Relation,33.0
20010912KYLAC,White,Fatal,Female,Parent,29.0
20010921MDLAB,,Wounded,Male,Student,17.0
20011012UTTAT,,,Male,Student,17.0
20011026CARER,,Wounded,Male,Student,16.0
20011026MIBES,,Wounded,Male,Student,17.0
20011112MICAC,,,Male,Student,17.0
20011130TXFRF,,,,,
20020111MSRAJ,,,,,
20020115NYMAN,,Wounded,Male,Student,17.0
20020115NYMAN,,Wounded,Male,Student,16.0
20020124PAOLO,,,,,
20020201TXBRB,,Wounded,Female,Intimate Relationship,34.0
20020201TXBRB,,Wounded,Male,Other Staff,43.0
20020206CAGAL,,Wounded,Female,Student,16.0
20020206CAGAL,,Wounded,Male,Student,19.0
20020207ILROC,,Wounded,Male,Student,
20020207ILROC,,Wounded,Male,Student,
20020207ILROC,,Wounded,Female,Student,
20020322CAJOC,,,Female,Teacher,
20020406MDLEB,Black,Fatal,Male,No Relation,14.0
20020426LAABN,,Fatal,Male,Security Guard,54.0
20021004MTCMG,,,Male,Student,
20021004TXPAS,,,Female,Student,13.0
20021007MDBEB,,Wounded,Male,Student,13.0
20021029NJLIJ,,Wounded,Male,Student,15.0
20021107MOSTL,,Wounded,Female,Parent,
20021107MOSTL,,Fatal,Male,Student,9.0
20021115CAAML,,Wounded,Male,Student,12.0
20021115CAAML,,Wounded,Male,No Relation,21.0
20021115TXSCS,,,,,
20021202MIOSD,,,Male,Student,15.0
20021212WAWIC,,Minor Injuries,Male,Student,
20021212WAWIC,,Minor Injuries,Female,Student,
20021216ILENC,,Fatal,Male,Student,18.0
20021216ILENC,,Wounded,Female,Student,17.0
20030121KYWEO,,,Male,Student,
20030130OKJEJ,,,,,
20030205CORAW,,,Male,Student,14.0
20030318IACLG,,,Male,Student,17.0
20030321MSNOM,,,Male,Student,15.0
20030330CAROW,Hispanic,Fatal,Male,No Relation,30.0
20030401DCCAW,,Wounded,Male,Student,16.0
20030414LAFAS,,Wounded,Male,Student,18.0
20030414LAJON,,Fatal,Male,Student,18.0
20030414LAJON,,Wounded,Female,Student,16.0
20030414LAJON,,Wounded,Male,Student,18.0
20030414LAJON,,Wounded,Male,Student,15.0
20030414LAJON,,Wounded,Male,Student,18.0
20030416TXGRA,,,Female,Student,12.0
20030424PARER,,Fatal,Male,Principal/Vice-Principal,
20030513PAFOJ,,,Male,Student,18.0
20030604PAROW,,,Male,Student,12.0
20030910MSVIV,,Fatal,Male,,20.0
20030917MACHB,,Wounded,Male,Student,15.0
20030917MACHB,,Wounded,Male,Police Officer/SRO,
20030917MDOKE,,,,,
20030922WALES,,Wounded,Male,Student,17.0
20030924MNROC,,Fatal,Male,Student,14.0
20030924MNROC,,Fatal,Male,Student,17.0
20030925NCBUL,,,,,
20031001CARIS,,Wounded,Male,Principal/Vice-Principal,
20031007OHKEA,,Wounded,Male,Student,17.0
20031029LAMAM,,,Male,Student,12.0
20031030DCANW,,Fatal,Male,Student,16.0
20031030DCANW,,Wounded,Female,Student,15.0
20031108TXHIS,,Fatal,Female,Student,17.0
20031113NCEAC,,Wounded,Male,Student,
20031113NCEAC,,Wounded,Male,Student,
20031202ILFEC,,,Male,Unknown,18.0
20031204OKDOO,,Wounded,Female,Student,17.0
20031205ILCAC,,Wounded,Male,Other Staff,33.0
20031217MDOLM,,,,,
20031222NJCOW,,Wounded,Male,Student,18.0
20031229FLABE,,Wounded,Male,No Relation,16.0
20031229FLABE,,Fatal,Male,No Relation,19.0
20040115CAPOP,,Wounded,Female,Student,16.0
20040121NVFAH,,Fatal,Male,Intimate Relationship,
20040202DCBAW,,Fatal,Male,Student,17.0
20040203TXYOH,,,Male,Student,12.0
20040206LAFAS,,,,,
20040209NYCOE,,Wounded,Male,Teacher,
20040211PATMP,,Fatal,Male,Student,10.0
20040211PATMP,,Wounded,Female,Teacher,
20040213OHCOD,,Wounded,Male,Student,17.0
20040220LAGAS,,Fatal,Female,Teacher,19.0
20040305CASAL,,Wounded,Male,Student,17.0
20040305CASAL,,Wounded,Female,Student,16.0
20040317WACRJ,,,Male,Student,13.0
20040504TXKAH,,,,,
20040507MDRAR,,Wounded,Male,Student,17.0
20040507MDRAR,,Wounded,Male,Student,17.0
20040507MDRAR,,Wounded,Male,Student,16.0
20040507MDRAR,,Wounded,Male,Student,16.0
20040512CAEAM,,Wounded,Male,Student,19.0
20040512CAEAM,,Wounded,Female,Student,17.0
20040524UTWES,,Fatal,Female,Other Staff,39.0
20040609CACAO,,Wounded,Male,Student,15.0
20040609CACAO,,Wounded,Male,Student,15.0
20040803ALHUB,,Wounded,Male,Student,16.0
20040824TNHAM,,,Male,Student,17.0
20040830ILPRM,,Fatal,Male,Relative,22.0
20040912LABON,,Wounded,Male,Student,16.0
20040915INWIG,,,,,
20041002NEJEG,,Wounded,Female,No Relation,21.0
20041007MANEN,,,Male,Student,15.0
20041012CALAS,,,Male,No Relation,25.0
20041015CABIB,,Wounded,Male,Student,17.0
20041021MDTHB,,Wounded,Male,Student,19.0
20041021MDTHB,,Wounded,Male,Student,15.0
20041022CATYH,,Fatal,Male,No Relation,32.0
20041115ALPAB,,Wounded,Male,Unknown,20.0
20041115INBRG,,Wounded,Male,Parent,28.0
20041116SCBAB,,Wounded,Male,Unknown,19.0
20041117FLAPA,,,,,
20041119FLTEJ,,Wounded,Male,Student,
20041209WALAS,,,Male,Student,16.0
20041213LALAL,,Wounded,Male,Student,18.0
20041231TXRIR,,Wounded,Female,Other Staff,38.0
20050105PAMUN,,Fatal,Male,Student,18.0
20050126ILWOP,,,Unknown,Student,
20050204GAMCA,,Wounded,Female,Student,15.0
20050208ILBOC,,Wounded,Female,Student,18.0
20050302TNSTD,,Fatal,Female,Bus Driver,47.0
20050309TNMAN,,Wounded,Male,Student,19.0
20050310TXZAD,,Wounded,Male,No Relation,
20050314OHLEC,,Wounded,Male,Student,7.0
20050316PACAP,,Fatal,Male,Student,16.0
20050316PACAP,,Wounded,Male,Student,17.0
20050316PACAP,,Wounded,Male,Student,16.0
20050317CALOL,,Fatal,Female,Student,15.0
20050317LAOPA,,Wounded,Male,Student,16.0
20050321MNRER,,Fatal,Male,Security Guard,28.0
20050321MNRER,,Wounded,Unknown,Student,16.0
20050321MNRER,,Wounded,Unknown,Student,15.0
20050321MNRER,,Wounded,Unknown,Student,15.0
20050321MNRER,,Wounded,Unknown,Student,15.0
20050321MNRER,,Fatal,Female,Student,15.0
20050321MNRER,,Fatal,Female,Student,15.0
20050321MNRER,,Fatal,Male,Student,15.0
20050321MNRER,,Fatal,Female,Teacher,62.0
20050321MNRER,,Fatal,Male,Student,15.0
20050321MNRER,,Fatal,Male,Student,16.0
20050321MNRER,,Fatal,Female,Student,14.0
20050321MNRER,,Wounded,Unknown,Student,15.0
20050321NYNEB,,,Male,Student,
20050324TNFAM,,,Female,Student,17.0
20050330TNEAM,,,Male,Student,17.0
20050407TXCAC,White,Wounded,Male,Other Staff,37.0
20050427LALER,,,,,
20050429OHDAC,,Wounded,Female,Other Staff,
20050514TXBER,,Wounded,Male,Student,18.0
20050517PAHIL,,Fatal,Female,Parent,32.0
20050520ILLOM,,Wounded,Male,Student,
20050520ILLOM,,Wounded,Male,Student,
20050524COACD,,Wounded,Female,Teacher,
20050524COACD,,Wounded,Female,Teacher,
20050524LABOS,,,Male,Student,16.0
20050608NYARP,,Wounded,Unknown,Student,
20050608NYARP,,Wounded,Unknown,Student,
20050612NJBAA,,Wounded,Male,No Relation,24.0
20050612NJBAA,,Wounded,Male,No Relation,20.0
20050612NJBAA,,Wounded,Male,No Relation,21.0
20050718NJWEN,,Fatal,Male,Police Officer/SRO,23.0
20050718NJWEN,,Fatal,Male,Police Officer/SRO,32.0
20050816VICOE,,Wounded,Male,Other Staff,
20050817CAPLB,,Fatal,Male,No Relation,15.0
20050819GAMOM,,Wounded,Male,Student,18.0
20050819GAMOM,,Wounded,Male,Nonstudent,21.0
20050825TNMAD,,Wounded,Male,Student,12.0
20050901AKDIA,,,Male,Student,
20050901AKDIA,,,Male,Student,
20050902FLSOJ,,Wounded,Male,Student,17.0
20050913ILHAC,,Wounded,Male,Student,15.0
20050924MISAS,,Wounded,Male,Student,15.0
20050924MISAS,,Wounded,Female,Student,14.0
20051011MIFAF,,,,,
20051014NYSAN,,Wounded,Male,Student,16.0
20051019CASAS,,Wounded,Male,Student,16.0
20051020MISAS,,Wounded,Male,Student,15.0
20051027CABIF,,Fatal,Male,Parent,37.0
20051028MDANA,,Wounded,Female,Student,17.0
20051028NYFAF,,,Male,Security Guard,
20051108TNCAJ,,Wounded,Male,Principal/Vice-Principal,
20051108TNCAJ,,Wounded,Male,Principal/Vice-Principal,
20051108TNCAJ,,Fatal,Male,Principal/Vice-Principal,
20051115FLPAM,,Wounded,Female,Student,17.0
20051116TXIRS,,Fatal,Male,No Relation,
20051205MABOR,,,,,
20051206CASAG,,Fatal,Male,Student,16.0
20051206MICED,,Wounded,Male,Nonstudent,
20060103NJLIJ,,Wounded,Male,Student,
20060103NJLIJ,,Wounded,Female,Student,
20060110DEMOW,,Wounded,Male,Student,16.0
20060111WIMAM,,Wounded,Female,Student,9.0
20060113ALPIP,,Wounded,Male,Student,17.0
20060113FLMIL,,,Male,Student,15.0
20060113MIOSD,,,Unknown,Principal/Vice-Principal,
20060118MTFRA,,Wounded,Male,Student,
20060118TXPAA,,Wounded,Male,Student,12.0
20060118VAINC,,,Unknown,Student,
20060119OHWIC,,Wounded,Male,No Relation,17.0
20060119OHWIC,,Wounded,Male,No Relation,20.0
20060123CAWIV,,Wounded,Female,Student,15.0
20060127TXLAG,,Wounded,Female,Student,
20060127TXLAG,,Wounded,Female,Student,
20060130MTCMG,,,Male,Student,16.0
20060203CALOC,,Wounded,Male,Student,10.0
20060209DEWIN,,Wounded,Male,Student,18.0
20060215PAWEY,,,Male,Teacher,
20060221PAWEP,,Wounded,Male,Student,16.0
20060223ORROR,,Wounded,Male,Student,14.0
20060310NYISN,,Wounded,Male,Student,
20060310NYISN,,Wounded,Male,Student,
20060314NVPIR,,Wounded,Male,Student,
20060314NVPIR,,Wounded,Male,Student,
20060405DCROW,,Wounded,Male,Student,19.0
20060405DCROW,,Wounded,Female,Student,18.0
20060418TXWEH,,Wounded,Unknown,Student,
20060418TXWEH,,Wounded,Unknown,Student,
20060424NCEAC,,,,,
20060505FLPAM,,Fatal,Male,Student,19.0
20060522SCBUI,,,,,
20060525PANON,,,,,
20060605CAVEL,,Fatal,Male,Student,17.0
20060606INWIG,,Fatal,Male,Relative,21.0
20060615MIPED,,Wounded,Male,Student,16.0
20060731FLYOT,,Fatal,Female,Parent,38.0
20060815KYJTV,,,,,
20060817TXMEA,,Fatal,Male,Relative,21.0
20060819OHSOY,,Fatal,Male,Parent,31.0
20060820GALYH,,Wounded,Male,No Relation,18.0
20060820GALYH,,Wounded,Male,No Relation,17.0
20060821INCAN,White,,Male,Student,16.0
20060824VTESE,,Fatal,Female,Teacher,
20060829DCANW,,,,,
20060830NCORH,,Wounded,Male,Student,
20060830NCORH,,Wounded,Female,Student,
20060831ALOXO,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,21.0
20060905TNKIM,,Wounded,Male,Student,
20060908TXSOF,,Wounded,Male,Student,15.0
20060913MOWEC,,,Male,Student,17.0
20060921DCCAW,,Wounded,Male,Student,16.0
20060927COPLB,White,Fatal,Female,Student,16.0
20060929WIWEC,,Fatal,Male,Principal/Vice-Principal,
20061002PAWEN,,Fatal,Female,Student,7.0
20061002PAWEN,,Wounded,Female,Student,
20061002PAWEN,,Fatal,Female,Student,13.0
20061002PAWEN,,Fatal,Female,Student,8.0
20061002PAWEN,,Fatal,Female,Student,7.0
20061002PAWEN,,Fatal,Female,Student,12.0
20061002PAWEN,,Wounded,Female,Student,
20061002PAWEN,,Wounded,Female,Student,
20061002PAWEN,,Wounded,Female,Student,
20061002PAWEN,,Wounded,Female,Student,
20061009MOMEJ,,,,,
20061010NYPOP,,Wounded,Male,Student,12.0
20061010NYPOP,,Wounded,Male,Student,12.0
20061012MDGRB,,,,,
20061017TXSEK,,,Male,Student,16.0
20061031TNHAK,,Fatal,Male,Security Guard,39.0
20061111CALIO,,Fatal,Male,No Relation,23.0
20061111CALIO,,Wounded,Male,No Relation,20.0
20061122GASAA,,Fatal,Male,Student,14.0
20061201NCJOT,,Fatal,Male,Former Student,23.0
20061207NENOO,,Wounded,Male,Student,17.0
20061211ILCLC,,Wounded,Male,Police Officer/SRO,36.0
20061212PASPS,,,Male,Student,16.0
20061213PABAB,,Wounded,Female,Student,
20061214PAMCC,,,Male,Student,17.0
20070102NCWEF,Black,,Male,Student,17.0
20070103WAHET,,Fatal,Male,Student,17.0
20070104MINOD,,Wounded,Female,Student,14.0
20070108OHROC,,,Unknown,Principal/Vice-Principal,
20070109CAGRV,,Wounded,Male,Student,16.0
20070109CAGRV,,Wounded,Male,Student,17.0
20070109NVWEL,,Wounded,Male,Student,
20070109NVWEL,,Wounded,Female,Student,
20070118PAWIP,,Wounded,Male,Student,17.0
20070124TNHAS,,,Male,Student,17.0
20070131ILHIC,,Wounded,Male,Student,15.0
20070207FLPAJ,,,Unknown,Police Officer/SRO,
20070208ORCRP,,,Male,Student,18.0
20070208TXSTP,,Minor Injuries,Male,Student,
20070226CASLA,,Wounded,Male,Student,12.0
20070226CASLA,,Wounded,Male,Student,12.0
20070227GACLA,,Wounded,Male,Student,10.0
20070307CACEC,,Wounded,Male,Student,
20070307MIHEM,,Wounded,Female,Student,17.0
20070307TXGRG,,,Male,Student,16.0
20070308TNEAC,,,Male,Former Teacher,62.0
20070323FLUNO,,Wounded,Male,Student,8.0
20070327CTSAH,,Wounded,Male,No Relation,16.0
20070329SCMYM,,,Male,Student,18.0
20070410ILCHC,,Wounded,Male,Student,15.0
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070410ORSPG,,Wounded,Unknown,Student,
20070418NCNOH,,,,,
20070503OHGED,,Wounded,Female,Bus Driver,
20070504TXTIE,,,Female,Student,15.0
20070510MIHED,,Wounded,Male,Student,17.0
20070510MIHED,,Wounded,Male,Student,17.0
20070512TXWEM,,Wounded,Male,Student,18.0
20070515TXLIL,,,,,
20070523RIOAC,,Wounded,Male,Student,13.0
20070530NCVAG,,Wounded,Unknown,Parent,
20070531NCNOG,,Minor Injuries,Unknown,Student,
20070531NCNOG,,Minor Injuries,Unknown,Student,
20070531NCNOG,,Minor Injuries,Unknown,Student,
20070617SCBRB,,Wounded,Male,Nonstudent,22.0
20070628TXDAD,,Wounded,Male,Student,
20070628TXDAD,,Wounded,Male,Student,
20070709ILCAC,,Wounded,Male,No Relation,14.0
20070709ILCAC,,Wounded,Male,No Relation,15.0
20070804NJMON,,Fatal,Male,No Relation,18.0
20070804NJMON,,Fatal,Male,No Relation,28.0
20070804NJMON,,Fatal,Male,No Relation,17.0
20070804NJMON,,Wounded,Male,No Relation,15.0
20070928CALAO,,,,,
20070930AZSSP,,Wounded,Male,,
20070930AZSSP,,Wounded,Female,,
20071001CTPLM,,Wounded,Male,Student,16.0
20071010OHSUC,,Wounded,Male,Teacher,57.0
20071010OHSUC,,Wounded,Male,Teacher,42.0
20071010OHSUC,,Wounded,Male,Student,15.0
20071010OHSUC,,Wounded,Female,Student,15.0
20071024TNMAM,,Wounded,Male,Student,16.0
20071105LAJOR,,,Male,Student,13.0
20071126NYHOH,,,,,
20071221CABAU,Black,Fatal,Male,Student,14.0
20080204TNHAM,,Wounded,Male,Student,
20080211TNMIM,,Wounded,Male,Student,19.0
20080214CAEOO,,Fatal,Male,Student,14.0
20080306ALDAM,,,Male,Student,18.0
20080416CAROF,Hispanic,Fatal,Male,Student,17.0
20080516LAMAT,,,Male,Student,14.0
20080811WAWAK,,,Male,Student,
20080814WALAF,,Fatal,Male,,26.0
20080821TNCEK,,Fatal,Male,Student,15.0
20080902OHSOW,,,,,
20080915CAMIS,,,Male,Student,17.0
20080919CAGEA,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,12.0
20080919CAGEA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20081016MIHED,,Fatal,Male,Student,16.0
20081016MIHED,,Wounded,Female,Student,15.0
20081016MIHED,,Wounded,Male,Student,16.0
20081016MIHED,,Wounded,Male,Former Student,16.0
20081020CAVAA,White,,Male,Student,14.0
20081023ALPRP,,Wounded,Female,Parent,43.0
20081029CAELG,,Wounded,Female,Teacher,
20081031MESTS,,,,,
20081103CABEB,,Fatal,Male,,18.0
20081103CAELO,,,,,
20081112FLDIF,,Fatal,Female,Student,15.0
20081115COTHL,,Fatal,Male,No Relation,23.0
20081115UTDES,,Fatal,Male,Student,15.0
20081118CACEC,,Wounded,Male,Student,19.0
20081118CACOO,,,,,
20081125TXNOH,,Wounded,Male,,
20081130CAOAG,,Wounded,Male,No Relation,19.0
20081202CAKIK,,Wounded,Male,Student,15.0
20081202CAKIK,,Fatal,Female,Relative,11.0
20081205MNSHF,,,Male,Teacher,34.0
20081212NCGUA,,Fatal,Male,No Relation,16.0
20081212NYWIM,,Wounded,Male,Student,14.0
20081221SCSUS,,Wounded,Male,Student,17.0
20081222FLLAL,White,,Female,Teacher,47.0
20081227PAWIP,,Wounded,Male,Nonstudent,27.0
20081227PAWIP,,Wounded,Female,Nonstudent,31.0
20081231GASHS,,Wounded,Unknown,Other Staff,
20081231OKKEN,,,Male,Nonstudent,68.0
20090108DEWIN,,Wounded,Male,Student,18.0
20090108DEWIN,,Wounded,Female,Police Officer/SRO,
20090109ILDUC,,Wounded,Male,Gang Member,
20090109ILDUC,,Wounded,Male,Gang Member,
20090109ILDUC,,Wounded,Male,Gang Member,
20090109ILDUC,,Wounded,Male,Gang Member,
20090109ILDUC,,Wounded,Male,Gang Member,
20090114ILPEC,,Wounded,Male,Student,
20090114ILPEC,,Wounded,Male,Student,
20090114ILPEC,,Wounded,Male,Student,
20090120ILCOC,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16.0
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16.0
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20.0
20090120PAEAE,,Wounded,Female,Nonstudent,21.0
20090123ILCAC,Black,Fatal,Male,Former Student,17.0
20090127NCCLC,,,,,
20090210CABAE,,,,,
20090211NCSCZ,White,Wounded,Male,Student,14.0
20090217MICED,,Wounded,Male,Relative,19.0
20090220CAJOH,,,Male,Nonstudent,29.0
20090220CAJOH,,,Male,Nonstudent,5.0
20090223CTBRN,,,Male,No Relation,19.0
20090302SDROS,,,Male,Student,8.0
20090306NCWEF,,Wounded,Male,Student,15.0
20090310FLRIJ,,,,,
20090311TXCYH,,,,,
20090413CALOL,,Wounded,Male,Student,16.0
20090501WISHS,,,Male,Student,17.0
20090505NYCAC,White,,Male,Student,17.0
20090518LALAL,,,Male,Student,15.0
20090615CAINS,,Wounded,Female,Student,15.0
20090615CAINS,,Wounded,Male,Student,
20090615CAINS,,Wounded,Male,Student,
20090624IAAPP,White,Fatal,Male,Other Staff,58.0
20090827NCWEF,,,Male,Nonstudent,22.0
20090908CTSTS,,,,,
20090916VAVIG,,,Unknown,Student,
20090916VAVIG,,,Unknown,Student,
20091008NYMAM,,Wounded,Female,Student,18.0
20091016SCCAC,,Fatal,Male,Student,
20091030CAWIL,,Fatal,Female,Student,16.0
20091030CAWIL,,Wounded,Male,Student,18.0
20091030CAWIL,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20.0
20091106PAHAW,,Wounded,Male,Student,17.0
20091211LABOS,,Wounded,Female,Student,18.0
20100120ALLIL,,Wounded,Female,Teacher,32.0
20100205ALDIM,,Fatal,Male,Student,14.0
20100210TNINK,,Wounded,Male,Principal/Vice-Principal,
20100210TNINK,,Wounded,Female,Principal/Vice-Principal,
20100223CODEL,,Wounded,Male,Student,
20100223CODEL,,Wounded,Female,Student,
20100226WABIT,White,Fatal,Female,Teacher,30.0
20100428VAWOP,,,,,
20100518CASOS,,Wounded,Male,Student,15.0
20100830TNSUB,White,Fatal,Male,No Relation,62.0
20100908MIMUD,,Wounded,Male,Student,16.0
20100908MIMUD,,Wounded,Female,Student,14.0
20100921SCSOC,,Wounded,Male,Police Officer/SRO,
20101001CAALS,,Fatal,Male,Student,15.0
20101008CAKEC,,Wounded,Female,Student,6.0
20101008CAKEC,,Wounded,Female,Student,7.0
20101023KSTOT,,Fatal,Male,No Relation,20.0
20101023KSTOT,,Wounded,Male,,17.0
20101129WIMAM,White,,Male,Student,15.0
20101206COAUA,Hispanic,Wounded,Female,Student,17.0
20110104INCRC,,,,,
20110105NEMIO,,Fatal,Male,Principal/Vice-Principal,
20110105NEMIO,,Wounded,Female,Principal/Vice-Principal,
20110118CAGAL,,Wounded,Male,Student,15.0
20110118CAGAL,,Wounded,Female,Student,15.0
20110202CALOP,White,Fatal,Male,Principal/Vice-Principal,50.0
20110325INMAM,White,Wounded,Male,Student,15.0
20110330TXWOH,,Fatal,Male,Student,
20110330TXWOH,,Wounded,Male,Student,
20110330TXWOH,,Wounded,Male,Student,
20110330TXWOH,,Wounded,Male,Student,
